0.022484, 0.000000, 0.000000
4.774664, 0.000000, 0.000000
-1.061202, 0.000000, 0.000000
-0.390865, 0.000000, 0.000000
-1.826426, 0.000000, 0.000000
-0.736766, 0.000000, -0.564222
-2.782816, 0.000000, 0.000000
-3.392401, 0.000000, 0.000000
-1.474534, 0.000000, -0.564222
-0.496705, 0.000000, -0.282111
-0.303786, 0.000000, -0.282111
-2.554006, 0.000000, -0.282111
-3.397382, 0.000000, 0.000000
-1.122291, 0.000000, -0.282111
-0.971701, 0.000000, -0.564222
-2.081890, 0.000000, -0.282111
-1.138303, 0.000000, 0.000000
-1.845819, 0.000000, -0.846333
2.376035, 0.000000, 0.000000
-2.266291, 0.000000, -0.564222
-1.270959, 0.000000, 0.000000
1.072453, 0.000000, 0.000000
2.242329, 0.000000, 0.000000
-2.956574, 0.000000, 0.000000
0.241740, 0.000000, -0.231884
0.109182, 0.000000, 0.000000
-1.745519, 0.000000, 0.000000
0.575692, 0.000000, 0.000000
-0.708483, 0.000000, 0.000000
-0.478731, 0.000000, 0.000000
0.000707, 0.000000, 0.000000
-2.736601, 0.000000, 0.000000
-1.036697, 0.000000, -0.282111
-2.357201, 0.000000, 0.000000
-3.166882, 0.000000, -0.282111
-3.200953, 0.000000, 0.000000
-0.954119, 0.000000, 0.000000
-0.276488, 0.000000, -0.282111
-0.737014, 0.000000, -0.282111
-2.948126, 0.000000, -0.282111
-2.340532, 0.000000, -0.846333
-1.832499, 0.000000, 0.000000
0.611616, 0.000000, 0.000000
0.084949, 0.000000, 0.000000
-0.787953, 0.000000, -0.282111
0.091928, 0.000000, 0.000000
0.822950, 0.000000, 0.209756
0.475604, 0.000000, 0.000000
-1.287966, 0.000000, -0.846333
-3.482059, 0.000000, 0.000000
-2.293984, 0.000000, 0.000000
0.418865, 0.000000, 0.000000
0.106185, 0.000000, 0.000000
0.131704, 0.000000, 0.000000
-1.978793, 0.000000, -0.282111
1.348172, 0.000000, 0.000000
-2.346545, 0.000000, -0.282111
